movie_id,title,release_year,imdbId,tmdbId,imdb_rating,adult,budget,origin_country,vote_count,vote_average,origin_language,overview,tmdb_popularity_score,production_companies,production_companies_origin_country,runtime,revenue,spoken_languages,directors_info,popular,unique_producers,popular_producer
500,Fly Away Home (1996),1996,116329,11076,6.9,FALSE,22000000,US,474,6.936,en,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest was torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South.",1.7055,"Sandollar Productions,Columbia Pictures","US,US",107,25143818,English,"[['Carroll Ballard', '0.3291', 'Male']]",0,"['Sandollar Productions', 'Columbia Pictures']",1
501,Dumbo (1941),1941,33563,11360,7.2,FALSE,812000,US,5058,7,en,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",8.1126,Walt Disney Productions,US,64,1600000,English,"[['Ben Sharpsteen', '0.4332', 'Male'], ['Bill Roberts', '0.3466', 'Male'], ['Samuel Armstrong', '0.1874', 'Male'], ['Wilfred Jackson', '0.4499', 'Male'], ['Jack Kinney', '0.7034', 'Male'], ['Norman Ferguson', '0.3484', 'Male']]",1,['Walt Disney Productions'],1
502,Bananas (1971),1971,66808,11302,6.9,FALSE,2000000,US,763,6.694,en,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",1.6523,"Jack Rollins & Charles H. Joffe Productions,United Artists",",US",82,11833696,"English,Español,Italiano,","[['Woody Allen', '1.9807', 'Male']]",0,"['United Artists', 'Jack Rollins & Charles H. Joffe Productions']",1
503,"Candidate, The (1972)",1972,68334,21711,7,FALSE,1600000,US,162,6.454,en,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",1.0304,"Redford-Ritchie Productions,Warner Bros. Pictures",",US",110,2500000,English,"[['Michael Ritchie', '0.6217', 'Male']]",0,"['Warner Bros. Pictures', 'Redford-Ritchie Productions']",1
504,Bonnie and Clyde (1967),1967,61418,475,7.7,FALSE,2500000,US,1669,7.484,en,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",4.8195,"Tatira-Hiller Productions,Warner Bros.-Seven Arts",",US",111,50700000,English,"[['Arthur Penn', '0.5181', 'Male']]",1,"['Warner Bros.-Seven Arts', 'Tatira-Hiller Productions']",0
505,Dial M for Murder (1954),1954,46912,521,8.2,FALSE,1400000,US,2673,8.018,en,"When American writer Mark Halliday visits the very married Margot Wendice in London, he unknowingly sets off a chain of blackmail and murder.",2.655,Warner Bros. Pictures,US,105,3000000,English,"[['Alfred Hitchcock', '3.2604', 'Male']]",0,['Warner Bros. Pictures'],1
506,Rebel Without a Cause (1955),1955,48545,221,7.6,FALSE,1500000,US,1659,7.511,en,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",3.3028,Warner Bros. Pictures,US,111,4500000,English,"[['Nicholas Ray', '0.4147', 'Male']]",0,['Warner Bros. Pictures'],1
507,"Streetcar Named Desire, A (1951)",1951,44081,702,7.9,FALSE,1800000,US,1389,7.611,en,"A disturbed, aging Southern belle moves in with her sister for solace — but being face-to-face with her brutish brother-in-law accelerates her downward spiral.",2.739,"Charles K. Feldman Group,Warner Bros. Pictures","US,US",125,8000000,English,"[['Elia Kazan', '1.0462', 'Male']]",0,"['Warner Bros. Pictures', 'Charles K. Feldman Group']",1
508,"People vs. Larry Flynt, The (1996)",1996,117318,1630,7.3,FALSE,36000000,US,1147,6.961,en,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",1.6446,"Columbia Pictures,Phoenix Pictures,Ixtlan Productions","US,US,US",130,20300385,English,"[['Miloš Forman', '1.9695', 'Male']]",1,"['Phoenix Pictures', 'Ixtlan Productions', 'Columbia Pictures']",1
509,My Left Foot (1989),1989,97937,10161,7.8,FALSE,645180,"IE,GB",950,7.517,en,"No one expects much from Christy Brown, a boy with cerebral palsy born into a working-class Irish family. Though Christy is a spastic quadriplegic and essentially paralyzed, a miraculous event occurs when, at the age of 5, he demonstrates control of his left foot by using chalk to scrawl a word on the floor. With the help of his steely mother — and no shortage of grit and determination — Christy overcomes his infirmity to become a painter, poet and author.",2.2277,"Ferndale Films,Granada Television,RTÉ","IE,GB,IE",103,14743391,English,"[['Jim Sheridan', '0.8623', 'Male']]",1,"['RTÉ', 'Granada Television', 'Ferndale Films']",0
511,Lawrence of Arabia (1962),1962,56172,947,8.3,FALSE,15000000,GB,3138,7.996,en,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",6.59,Horizon Pictures,GB,228,69995385,"العربية,English,Português,Türkçe","[['David Lean', '0.7553', 'Male']]",1,['Horizon Pictures'],0
513,"Third Man, The (1949)",1949,41959,1092,8.1,FALSE,0,GB,1945,7.913,en,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",3.4228,London Films Productions,GB,105,1226098,"English,Pусский,Deutsch","[['Carol Reed', '0.6325', 'Male']]",0,['London Films Productions'],0
514,Annie Hall (1977),1977,75686,703,7.9,FALSE,4000000,US,3991,7.7,en,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,3.9226,"United Artists,Rollins-Joffe Productions","US,US",93,43989445,"English,Deutsch","[['Woody Allen', '1.9807', 'Male']]",1,"['United Artists', 'Rollins-Joffe Productions']",1
516,Local Hero (1983),1983,85859,11235,7.3,FALSE,4200000,GB,362,6.731,en,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,1.3242,"Enigma Productions,Goldcrest,Celandine Films,Channel Four Films","GB,GB,GB,GB",111,5900000,"日本語,Pусский,English","[['Bill Forsyth', '0.236', 'Male']]",0,"['Enigma Productions', 'Channel Four Films', 'Goldcrest', 'Celandine Films']",0
517,Manhattan (1979),1979,79522,696,7.8,FALSE,9000000,US,2463,7.722,en,Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,3.0375,"United Artists,Jack Rollins & Charles H. Joffe Productions","US,",96,40194067,English,"[['Woody Allen', '1.9807', 'Male']]",0,"['United Artists', 'Jack Rollins & Charles H. Joffe Productions']",1
518,Miller's Crossing (1990),1990,100150,379,7.7,FALSE,14000000,US,1700,7.457,en,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",2.883,"Circle Films,20th Century Fox","US,US",115,5080409,"English,Gaeilge,Italiano,","[['Joel Coen', '1.1522', 'Male']]",0,"['Circle Films', '20th Century Fox']",1
519,"Treasure of the Sierra Madre, The (1948)",1948,40897,3090,8.2,FALSE,3800000,US,1233,7.949,en,"Two jobless Americans convince a prospector to travel to the mountains of Mexico with them in search of gold. But the hostile wilderness, local bandits, and greed all get in the way of their journey.",2.8459,Warner Bros. Pictures,US,126,4307000,English,"[['John Huston', '1.1532', 'Male']]",0,['Warner Bros. Pictures'],1
520,"Great Escape, The (1963)",1963,57115,5925,8.2,FALSE,4000000,US,2631,7.944,en,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",7.9159,"The Mirisch Company,United Artists","US,US",173,11700000,"English,Deutsch,Français,Pусский","[['John Sturges', '3.0248', 'Male']]",1,"['United Artists', 'The Mirisch Company']",1
521,"Deer Hunter, The (1978)",1978,77416,11778,8.1,FALSE,15000000,US,3936,7.992,en,"A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",5.0535,"Universal Pictures,EMI Films","US,GB",183,49000000,"English,Français,Pусский,Tiếng Việt","[['Michael Cimino', '0.8343', 'Male']]",1,"['Universal Pictures', 'EMI Films']",1
522,Down by Law (1986),1986,90967,1554,7.6,FALSE,0,US,773,7.3,en,"A disc jockey, a pimp and an Italian tourist escape from jail in New Orleans.",1.1827,"Island Pictures,Black Snake,Grokenberger Film Produktion","US,US,DE",106,0,"English,Italiano","[['Jim Jarmusch', '0.8619', 'Male']]",0,"['Grokenberger Film Produktion', 'Black Snake', 'Island Pictures']",0
523,Cool Hand Luke (1967),1967,61512,903,8,FALSE,3200000,US,1478,7.726,en,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",3.0304,"Warner Bros.-Seven Arts,Jalem Productions","US,US",127,16217773,English,"[['Stuart Rosenberg', '0.4916', 'Male']]",1,"['Warner Bros.-Seven Arts', 'Jalem Productions']",0
524,"Great Dictator, The (1940)",1940,32553,914,8.4,FALSE,2000000,US,3462,8.3,en,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,72.9146,Charles Chaplin Productions,US,125,11000000,"English,Esperanto","[['Charlie Chaplin', '1.9878', 'Male']]",0,['Charles Chaplin Productions'],0
525,"Big Sleep, The (1946)",1946,38355,910,7.9,FALSE,250000,US,1073,7.596,en,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",2.372,Warner Bros. Pictures,US,114,10682000,English,"[['Howard Hawks', '0.9685', 'Male']]",0,['Warner Bros. Pictures'],1
526,Ben-Hur (1959),1959,52618,665,8.1,FALSE,15000000,US,2883,7.89,en,"In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.",6.9171,Metro-Goldwyn-Mayer,US,222,164000000,English,"[['William Wyler', '0.9442', 'Male']]",1,['Metro-Goldwyn-Mayer'],1
527,Gandhi (1982),1982,83987,783,8,FALSE,22000000,"US,GB",2349,7.554,en,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",4.5206,"Goldcrest,Indo-British,International Film Investors,National Film Development Corporation of India,Columbia Pictures","GB,,US,IN,US",191,77737889,"English,हिन्दी","[['Richard Attenborough', '1.9031', 'Male']]",1,"['Goldcrest', 'Indo-British', 'International Film Investors', 'National Film Development Corporation of India', 'Columbia Pictures']",1
528,"Killing Fields, The (1984)",1984,87553,625,7.8,FALSE,14400000,"US,GB",762,7.465,en,"New York Times reporter Sydney Schanberg is on assignment covering the Cambodian Civil War, with the help of local interpreter Dith Pran and American photojournalist Al Rockoff. When the U.S. Army pulls out amid escalating violence, Schanberg makes exit arrangements for Pran and his family. Pran, however, tells Schanberg he intends to stay in Cambodia to help cover the unfolding story — a decision he may regret as the Khmer Rouge rebels move in.",2.7324,"Goldcrest,Enigma Productions,International Film Investors","GB,GB,US",142,34700291,"English,Français,,Pусский","[['Roland Joffé', '0.5234', 'Male']]",1,"['Enigma Productions', 'International Film Investors', 'Goldcrest']",0
529,My Life as a Dog (Mitt liv som hund) (1985),1985,89606,8816,7.6,FALSE,0,SE,266,7.2,sv,"A boy, obsessed with comparing himself with those less fortunate, experiences a different life at the home of his aunt and uncle in 1959 Sweden.",0.9661,"SF Studios,FilmTeknik","SE,SE",102,8300000,svenska,"[['Lasse Hallström', '1.21', 'Male']]",0,"['FilmTeknik', 'SF Studios']",0
530,"Man Who Would Be King, The (1975)",1975,73341,983,7.7,FALSE,8000000,GB,653,7.5,en,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",1.406,"Persky-Bright Productions,Devon",",",129,12678,"العربية,English,اردو","[['John Huston', '1.1532', 'Male']]",0,"['Devon', 'Persky-Bright Productions']",0
531,Shine (1996),1996,117631,7863,7.6,FALSE,5500000,AU,665,7.377,en,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",1.5591,"Fine Line Features,Film Victoria,South Australian Feature Film Company,Australian Film Finance Corporation","US,AU,,AU",105,35892330,"English,","[['Scott Hicks', '0.4099', 'Male']]",1,"['Fine Line Features', 'South Australian Feature Film Company', 'Australian Film Finance Corporation', 'Film Victoria']",1
532,Kama Sutra: A Tale of Love (1996),1997,116743,28005,6,FALSE,3000000,"JP,DE,US,GB",176,5.716,en,"Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",2.1441,"NDF International,Mirabai Films,Pandora Film",",US,DE",117,4109095,English,"[['Mira Nair', '2.7026', 'Female']]",0,"['NDF International', 'Mirabai Films', 'Pandora Film']",0
533,"Daytrippers, The (1996)",1997,116041,49806,7,FALSE,600000,US,92,6.5,en,"Eliza D'Amico thinks her marriage to Louis is going great until she finds a mysterious love note to her husband. Concerned, she goes to her mother for advice. Eliza, her parents, her sister Jo, and Jo's boyfriend all pile into the station wagon and go to the city to confront Louis with the letter. On the way, the five explore their relations with each other and meet many interesting people.",0.5705,"Nancy Tenenbaum Films,Fiasco Photoplays,Trick Productions",",,",87,2099677,English,"[['Greg Mottola', '0.3818', 'Male']]",0,"['Fiasco Photoplays', 'Nancy Tenenbaum Films', 'Trick Productions']",0
534,Traveller (1997),1997,120366,31465,6.1,FALSE,0,US,33,5.548,en,"A young man, Pat, visits the clan of gypsy-like grifters (Irish Travellers) in rural North Carolina from whom he is descended. He is at first rejected, but cousin Bokky takes him on as an apprentice. Pat learns the game while Bokky falls in love and desires a different life. Written by Jeff Hole",1.2039,"MDP Worldwide,Banner Entertainment","US,",101,0,English,"[['Jack N. Green', '0.624', 'Male']]",0,"['MDP Worldwide', 'Banner Entertainment']",0
535,Addicted to Love (1997),1997,118556,2058,6.1,FALSE,0,US,419,6.149,en,"Good-natured astronomer Sam is devastated when the love of his life leaves him for a suave Frenchman. He therefore does what every other normal dumpee would do — go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, wait until she decides to leave her current lover, and then win her back.",0.9519,"Warner Bros. Pictures,Miramax,Outlaw Productions","US,US,US",100,34673095,English,"[['Griffin Dunne', '1.0073', 'Male']]",0,"['Outlaw Productions', 'Warner Bros. Pictures', 'Miramax']",1
536,Ponette (1996),1997,117359,38523,7.5,FALSE,0,FR,53,7.4,fr,"After losing her mother in a car accident that leaves her with a broken arm, 4-year-old Ponette struggles with anguish and fear. Left by her father with a caring aunt and her children, Ponette grieves, secretly hoping her mother will somehow come back. Confused by the religious explanations provided by adults, and challenged by the cruel taunts of a few children at school, little Ponette must make her way through her emotional turmoil.",0.3961,"Les Films Alain Sarde,CNC,Canal+,Auvergne-Rhône-Alpes Cinéma","FR,FR,FR,FR",97,0,Français,"[['Jacques Doillon', '0.2779', 'Male']]",0,"['CNC', 'Auvergne-Rhône-Alpes Cinéma', 'Les Films Alain Sarde', 'Canal+']",0
537,My Own Private Idaho (1991),1991,102494,468,6.9,FALSE,2500000,US,1151,7.06,en,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters is a hustler afflicted with narcolepsy. Scott Favor is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",3.1194,"New Line Cinema,Fine Line Features","US,US",104,6400000,"English,Deutsch,Italiano","[['Gus Van Sant', '0.806', 'Male']]",0,"['New Line Cinema', 'Fine Line Features']",1
538,Anastasia (1997),1997,118617,9444,7.2,FALSE,53000000,US,5359,7.613,en,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.",7.7861,"Fox Animation Studios,The Big Gun Project,20th Century Fox,Fox Family Films","US,,US,",94,139804348,"English,Pусский,Français","[['Don Bluth', '0.6587', 'Male'], ['Gary Goldman', '0.5075', 'Male']]",0,"['The Big Gun Project', 'Fox Family Films', 'Fox Animation Studios', '20th Century Fox']",1
539,Mouse Hunt (1997),1997,119715,6283,6.5,FALSE,38000000,US,1271,6.543,en,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of its single, stubborn occupant—a tiny and tenacious mouse.",2.9563,"DreamWorks Pictures,Riche-Ludwig Productions","US,",98,122417389,English,"[['Gore Verbinski', '0.5957', 'Male']]",0,"['DreamWorks Pictures', 'Riche-Ludwig Productions']",0
540,Money Train (1995),1995,113845,11517,5.7,FALSE,68000000,US,793,5.846,en,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",3.5317,"Columbia Pictures,Peters Entertainment","US,US",110,77224232,English,"[['Joseph Ruben', '0.5049', 'Male']]",0,"['Peters Entertainment', 'Columbia Pictures']",1
541,Mortal Kombat (1995),1995,113855,9312,5.8,FALSE,18000000,US,2332,5.855,en,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",5.2545,"New Line Cinema,Threshold Entertainment","US,",101,122195920,English,"[['Paul W. S. Anderson', '1.4227', 'Male']]",0,"['Threshold Entertainment', 'New Line Cinema']",1
542,Pocahontas (1995),1995,114148,10530,6.7,FALSE,55000000,US,5793,6.916,en,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",7.132,"Walt Disney Pictures,Walt Disney Feature Animation","US,US",81,346100000,English,"[['Mike Gabriel', '0.3239', 'Male'], ['Eric Goldberg', '0.3299', 'Male']]",0,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",1
543,"Misérables, Les (1995)",1995,113828,48750,7.4,FALSE,0,FR,80,6.694,fr,"In France during World War II, a poor and illiterate man, Henri Fortin, is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",0.8876,"TF1,Les Films 13,Canal+","FR,FR,FR",175,0,Français,"[['Claude Lelouch', '0.8315', 'Male']]",0,"['TF1', 'Les Films 13', 'Canal+']",0
545,Vampire in Brooklyn (1995),1995,114825,12158,4.7,FALSE,14000000,US,592,5.091,en,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",1.5187,"Paramount Pictures,Eddie Murphy Productions","US,US",102,19800000,English,"[['Wes Craven', '1.5533', 'Male']]",0,"['Paramount Pictures', 'Eddie Murphy Productions']",1
546,Broken Arrow (1996),1996,115759,9208,6.1,FALSE,50000000,US,1556,6.1,en,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",2.9228,"The Mark Gordon Company,WCG Entertainment Productions","US,US",108,150300000,English,"[['John Woo', '2.3997', 'Male']]",0,"['The Mark Gordon Company', 'WCG Entertainment Productions']",0
547,"Young Poisoner's Handbook, The (1995)",1996,115033,16934,7,FALSE,0,GB,50,6.6,en,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",0.3687,"Eurimages,British Screen Productions,Kinowelt,Mass Productions,Pandora Cinema,Haut et Court","FR,GB,DE,,,FR",99,0,English,"[['Benjamin Ross', '0.1411', 'Male']]",0,"['Eurimages', 'British Screen Productions', 'Mass Productions', 'Pandora Cinema', 'Kinowelt', 'Haut et Court']",0
548,"NeverEnding Story III, The (1994)",1996,110647,27793,3.2,FALSE,17000000,DE,391,4.455,de,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,2.7108,"Dieter Geissler Filmproduktion,Cinevox Filmproduktion,Studio Babelsberg","DE,DE,DE",95,0,English,"[['Peter MacDonald', '0.574', 'Male']]",0,"['Studio Babelsberg', 'Cinevox Filmproduktion', 'Dieter Geissler Filmproduktion']",0
549,Rob Roy (1995),1995,114287,11780,6.9,FALSE,28000000,"US,GB",662,6.699,en,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",2.5446,"United Artists,Talisman Films,Metro-Goldwyn-Mayer","US,GB,US",139,31600000,English,"[['Michael Caton-Jones', '0.5998', 'Male']]",0,"['United Artists', 'Talisman Films', 'Metro-Goldwyn-Mayer']",1
550,Die Hard: With a Vengeance (1995),1995,112864,1572,7.6,FALSE,90000000,US,6274,7.271,en,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",8.2454,"20th Century Fox,Cinergi Pictures,Andrew G. Vajna Productions","US,US,",128,366101666,"English,Deutsch,Română","[['John McTiernan', '0.9672', 'Male']]",1,"['Andrew G. Vajna Productions', 'Cinergi Pictures', '20th Century Fox']",1
551,Lord of Illusions (1995),1995,113690,8973,6,FALSE,0,US,343,6,en,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier.",1.0207,"United Artists,Seraphim Films,Metro-Goldwyn-Mayer","US,,US",119,13294594,English,"[['Clive Barker', '0.7937', 'Male']]",0,"['United Artists', 'Metro-Goldwyn-Mayer', 'Seraphim Films']",1
552,Species (1995),1995,114508,9348,5.9,FALSE,35000000,US,1696,5.97,en,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",5.2757,"Metro-Goldwyn-Mayer,Frank Mancuso Jr. Productions","US,US",108,113400000,English,"[['Roger Donaldson', '0.8379', 'Male']]",0,"['Frank Mancuso Jr. Productions', 'Metro-Goldwyn-Mayer']",1
553,"Walk in the Clouds, A (1995)",1995,114887,9560,6.7,FALSE,20000000,US,1052,7.336,en,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,3.9309,"Zucker Brothers Productions,20th Century Fox",",US",103,50012507,English,"[['Alfonso Arau', '0.7298', 'Male']]",0,"['Zucker Brothers Productions', '20th Century Fox']",1
554,Waterworld (1995),1995,114898,9804,6.3,FALSE,175000000,US,3786,6.219,en,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'—which is tattooed on Enola's back.",6.8583,"Gordon Company,Davis Entertainment,Universal Pictures,Licht/Mueller Film Corporation","US,US,US,",135,264218220,English,"[['Kevin Reynolds', '0.5565', 'Male']]",0,"['Universal Pictures', 'Licht/Mueller Film Corporation', 'Davis Entertainment', 'Gordon Company']",1
555,White Man's Burden (1995),1995,114928,31611,5.3,FALSE,7000000,US,81,5.1,en,"The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate factory, loving husband and father of two children. While delivering a package for black CEO Thaddeus Thomas, he is mistaken for a voyeur and, as a result, loses his job, gets beaten by black cops and his family gets evicted from their home. Desperate Pinnock takes a gun and kidnaps Thomas, demanding justice.",0.7264,"UGC,A Band Apart,Lawrence Bender Productions","FR,US,US",89,9000000,English,"[['Desmond Nakano', '0.2923', 'Male']]",0,"['A Band Apart', 'UGC', 'Lawrence Bender Productions']",0
556,Wild Bill (1995),1995,114938,65796,5.8,FALSE,30000000,US,155,5.7,en,Biopic about famous gunslinger Wild Bill Hickock. The early career of legendary lawman is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,1.1446,"United Artists,The Zanuck Company","US,US",98,2193982,"广州话 / 廣州話,English","[['Walter Hill', '0.9793', 'Male']]",0,"['United Artists', 'The Zanuck Company']",1
557,Farinelli: il castrato (1994),1994,109771,10954,6.8,FALSE,0,"BE,FR",175,6.6,fr,"The life and career of Italian opera singer Farinelli, considered one of the greatest castrato singers of all time.",1.1263,"MG,Stéphan Films,Italian International Film",",FR,IT",111,0,"Français,English,Italiano","[['Gérard Corbiau', '0.0781', 'Male']]",0,"['Italian International Film', 'MG', 'Stéphan Films']",0
558,Heavenly Creatures (1994),1994,110005,1024,7.2,FALSE,5000000,NZ,949,6.976,en,"Precocious teenager Juliet moves to New Zealand with her family and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. This friendship gradually develops into an intense and obsessive bond.",1.506,"Miramax,WingNut Films,New Zealand Film Commission,Fontana Productions","US,NZ,NZ,",109,3049135,English,"[['Peter Jackson', '2.568', 'Male']]",0,"['New Zealand Film Commission', 'Fontana Productions', 'WingNut Films', 'Miramax']",1
560,"Kid in King Arthur's Court, A (1995)",1995,113538,37108,4.7,FALSE,0,US,181,4.942,en,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",1.0776,"Trimark Pictures,Walt Disney Pictures,Tapestry Films","US,US,US",89,0,English,"[['Michael Gottlieb', '0.0556', 'Male']]",0,"['Trimark Pictures', 'Walt Disney Pictures', 'Tapestry Films']",1
