gameid,title,platform,developers,publishers,genres,supported_languages,release_date
483526,Calturin,PS4,['Lasse Zacho Malver'],['Samustai'],['Action'],,28/01/2022
483202,Arcade Archives PISTOL DAIMYO NO BOUKEN,PS4,['Bandai Namco Entertainment'],['HAMSTER Corporation'],"[""Shoot 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Spanish (Mexico)', 'French (Canada)']",27/01/2022
483199,Risk System,PS4,['Newt Industries'],['Hidden Trap'],"[""Shoot 'em up""]",,11/01/2022
483326,Circuit Superstars,PS4,['Original Fire Games'],['Square Enix'],['Arcade Racing'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Spanish (Mexico)']",27/01/2022
481944,Kinduo,PS5,"['Nibb Games', 'Guimaraf Studio']",['Ratalaika Games'],"['Puzzle', 'Platformer']",,21/01/2022
481911,DragonrideVR,PS4,['TypeEh Studios'],['TypeEh Studios'],['On Rails'],,29/01/2022
481943,Kinduo,PS4,"['Nibb Games', 'Guimaraf Studio']",['Ratalaika Games'],"['Puzzle', 'Platformer']",,21/01/2022
481772,Brotherhood United,PS5,"['Myoubouh', 'eastasiasoft']",['eastasiasoft'],['Run & Gun'],,28/01/2022
481770,Brotherhood United,PS5,"['Myoubouh', 'eastasiasoft']",['eastasiasoft'],['Run & Gun'],,28/01/2022
478902,Bunny Memory,PS4,['DillyFrameGames'],['DillyFrameGames'],['Puzzle'],['Russian'],15/11/2023
484620,Valentine Candy Break 2,PS4,['Smobile'],['Smobile'],['Action'],,7/02/2022
484695,Takotan,PS5,"['Joseph Calabro', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,11/02/2022
484693,Takotan,PS5,"['Joseph Calabro', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,11/02/2022
484469,Gav-Gav Odyssey,PS4,"['HugePixel', 'ChiliDog Interactive']",['ESDigital Games'],['Action'],['Russian'],26/01/2022
484461,Ambition Record,PS4,['EXE-CREATE'],"['KEMCO', 'Limited Run Games']","['Role Playing', 'Turn Based']",['Japanese'],3/03/2022
484439,El Gancho,PS5,"['Sidral Games', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,9/02/2022
484373,Can You Escape?,PS4,['Warlock Arts'],['Warlock Arts'],['Platformer'],,22/04/2022
484440,El Gancho,PS5,"['Sidral Games', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,9/02/2022
484267,GUNGUNGUN,PS5,['Mystery Egg Games'],['Top Hat Studios'],['Action'],,1/02/2022
484277,MONARK,PS5,['FuRyu'],['nis america'],"['Role Playing', 'Strategy', 'Turn Based']",,22/02/2022
484282,Life is Strange Remastered,PS4,['DON’T NOD'],['Square Enix'],"['Adventure', 'Point & Click']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Spanish (Mexico)']",1/02/2022
484266,GUNGUNGUN,PS4,['Mystery Egg Games'],['Top Hat Studios'],['Action'],,1/02/2022
484265,GUNGUNGUN,PS4,['Mystery Egg Games'],['Top Hat Studios'],['Action'],,1/02/2022
484531,Ultra Foodmess ,PS5,['Riftpoint Entertainment'],['Silesia Games'],['Action'],,24/02/2022
484166,Magi Trials,PS5,['Dharker Studios'],['Gamuzumi'],['Visual Novel'],,27/01/2022
484165,Magi Trials,PS4,['Dharker Studios'],['Gamuzumi'],['Visual Novel'],,27/01/2022
481569,Gear.Club Unlimited 2 Ultimate Edition,PS4,['Eden Games'],['Microids'],"['Automobile', 'Simulation Racing']","['Japanese', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)']",21/12/2021
481571,Tears of Avia,PS4,['CooCooSqueaky'],['PQube'],"['Role Playing', 'Strategy', 'Turn Based']","['Japanese', 'French', 'German', 'Russian', 'Chinese (simplified)']",18/11/2021
481507,Blackwind,PS5,['Drakkar Dev'],"['Blowfish Studios', 'Perp Games', 'Gamera Games']",['Hack & Slash'],,20/01/2022
481427,Magic Walk ,PS4,['MJC Games'],['Xitilon'],['Platformer'],,3/02/2022
481426,Magic Walk ,PS4,['MJC Games'],['Xitilon'],['Platformer'],,3/02/2022
481295,Mushroom Wars 2,PS4,['Zillion Whales'],['Zillion Whales'],"['Strategy', 'Real Time']",,13/01/2022
481239,Yu-Gi-Oh! Master Duel,PS5,['Konami Digital Entertainment'],['Konami Digital Entertainment'],"['Free to Play', 'strategy']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)', 'French (Canada)']",19/01/2022
481230,Cake Invaders,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",['Japanese'],26/01/2022
481226,Cake Invaders,PS4,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",['Japanese'],26/01/2022
481229,Cake Invaders,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",['Japanese'],26/01/2022
481224,Cake Invaders,PS4,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",['Japanese'],26/01/2022
481228,Cake Invaders,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",['Japanese'],26/01/2022
481221,Blackwind,PS4,['Drakkar Dev'],"['Blowfish Studios', 'Perp Games', 'Gamera Games']",['Hack & Slash'],,20/01/2022
481172,Mech Mechanic Simulator,PS4,['Polyslash'],['PlayWay'],['Simulation'],,27/01/2022
480914,Active Neurons - Puzzle game,PS5,['USANIK'],['Sometimes You'],['Puzzle'],,28/01/2022
480903,Donut Run,PS5,['Smobile'],['Smobile'],['Platformer'],,22/01/2022
481174,Madness Beverage,PS4,"['Console Labs', 'Blue Sunset Games']",['PlayWay'],['First Person Shooter'],,2/02/2022
480900,Donut Run,PS4,['Smobile'],['Smobile'],['Platformer'],,22/01/2022
480901,Donut Run,PS4,['Smobile'],['Smobile'],['Platformer'],,22/01/2022
474659,Forgotten Hill Disillusion,PS5,['FM Studio'],['Ratalaika Games'],"['Adventure', 'Point & Click']",,17/12/2021
480778,Dying Light 2: Stay Human,PS5,['Techland'],['Techland Publishing'],"['Action Horror', 'Open World', 'First Person Shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Arabic', 'Czech']",4/02/2022
480725,Rise of the Third Power,PS4,['Stegosoft'],"['DANGEN Entertainment', 'Limited Run Games']","['Role Playing', 'Turn Based']",['Japanese'],10/02/2022
480686,Rugby 22,PS5,['Eko Software'],"['Nacon', '3goo']","['Sports', 'Rugby']","['Japanese', 'French', 'Italian']",27/01/2022
480539,ZJ the Ball Challenge (Level 5C),PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Platformer'],,16/01/2022
480353,Kansei: The Second Turn HD,PS4,['SakeVisual'],['Ratalaika Games'],['Visual Novel'],,14/01/2022
480352,Kansei: The Second Turn HD,PS4,['SakeVisual'],['Ratalaika Games'],['Visual Novel'],,14/01/2022
480342,Kansei: The Second Turn HD,PS5,['SakeVisual'],['Ratalaika Games'],['Visual Novel'],,14/01/2022
479836,Summertime Madness,PS5,['Studio 23'],['Sometimes You'],['Adventure'],,26/01/2022
480015,Junkyard Fury,PS4,['Daniel Hood'],['Dhood Gaming'],['Action'],,31/01/2022
480763,Infinite Tanks WWII,PS4,['Atypical Games'],['Atypical Games'],"['Automobile', 'Vehicular Combat']",,12/01/2022
479835,Summertime Madness,PS5,['Studio 23'],['Sometimes You'],['Adventure'],,26/01/2022
479833,Summertime Madness,PS4,['Studio 23'],['Sometimes You'],['Adventure'],,26/01/2022
479834,Summertime Madness,PS4,['Studio 23'],['Sometimes You'],['Adventure'],,26/01/2022
480070,Bus Driver Simulator: Countryside,PS4,['United Independent Entertainment'],['United Independent Entertainment'],['Simulation'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish', 'Portuguese (Brazil)']",25/11/2021
479755,The Trap Remake,PS5,['BUL GAMES'],['BUL GAMES'],"['Horror', 'Action', 'Adventure']",,12/04/2022
479675,Super Cyborg,PS4,['Artur Games'],['Drageus Games'],['Run & Gun'],['Japanese'],1/04/2022
479578,Coastline Flight Simulator,PS5,['Caipirinha Games'],['Joindots'],['Simulation'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (traditional)', 'Chinese (simplified)', 'Danish', 'Portuguese (Brazil)']",26/11/2021
479593,Winter Sports Games,PS5,['Joindots'],"['Joindots', 'Funbox Media']",['Sports'],"['French', 'Spanish', 'German', 'Italian']",5/12/2019
479498,Vagante,PS4,['Nuke Nine'],['BlitWorks'],"['Roguelite', 'Platformer']",,27/01/2022
479325,Queeny Army,PS4,"['Al-link', 'eastasiasoft']",['eastasiasoft'],['Run & Gun'],,18/01/2022
479327,Queeny Army,PS5,"['Al-link', 'eastasiasoft']",['eastasiasoft'],['Run & Gun'],,18/01/2022
479323,Queeny Army,PS4,"['Al-link', 'eastasiasoft']",['eastasiasoft'],['Run & Gun'],,18/01/2022
479322,River City Girls,PS5,['WayForward Technologies'],['WayForward Technologies'],"[""Beat 'em up""]","['Japanese', 'French', 'Spanish', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'French (Canada)']",20/01/2022
479326,Queeny Army,PS5,"['Al-link', 'eastasiasoft']",['eastasiasoft'],['Run & Gun'],,18/01/2022
479011,Pyramid Quest,PS4,['EntwicklerX'],['EntwicklerX'],['Platformer'],,20/01/2022
479007,Pyramid Quest,PS4,['EntwicklerX'],['EntwicklerX'],['Platformer'],,20/01/2022
479050,Ice Cream Break Head to Head,PS5,['Smobile'],['Smobile'],['Action'],,14/01/2022
478592,Ravva and the Cyclops Curse,PS5,"['Galope', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,14/01/2022
478591,Ravva and the Cyclops Curse,PS5,"['Galope', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,14/01/2022
478307,Sword of Elpisia,PS4,['EXE-CREATE'],"['KEMCO', 'Limited Run Games']","['Role Playing', 'Turn Based']",['Japanese'],10/02/2022
478072,Demoniaca: Everlasting Night,PS5,"['AKI', 'eastasiasoft']",['eastasiasoft'],"['Metroidvania', 'Platformer']",,12/01/2022
477840,Epitasis ,PS4,['Epitasis Games'],['Epitasis Games'],['Puzzle'],,26/01/2022
478069,Demoniaca: Everlasting Night,PS4,"['AKI', 'eastasiasoft']",['eastasiasoft'],"['Metroidvania', 'Platformer']",,12/01/2022
478068,Demoniaca: Everlasting Night,PS4,"['AKI', 'eastasiasoft']",['eastasiasoft'],"['Metroidvania', 'Platformer']",,12/01/2022
477281,Futbol Break Head to Head,PS5,['Smobile'],['Smobile'],['Action'],,15/01/2022
477278,Futbol Break Head to Head,PS4,['Smobile'],['Smobile'],['Action'],,15/01/2022
477271,DYSMANTLE,PS5,['10tons'],['10tons'],"['Open World', 'Action-RPG', 'Role Playing']",,18/01/2022
477065,Racing (3 Player Cooperation Edition) - Breakthrough Gaming Arcade,PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],"['Automobile', 'Arcade Racing']",,2/01/2022
476867,Castle of Pixel Skulls,PS4,['Josep Monzonis Hernandez'],['2Awesome Studio'],['Platformer'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (traditional)']",3/08/2021
477063,ZJ the Ball Challenge (Level 3C),PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Platformer'],,2/01/2022
476886,Sushi Break 2,PS5,['Smobile'],['Smobile'],['Action'],,31/12/2021
476885,Sushi Break 2,PS5,['Smobile'],['Smobile'],['Action'],,31/12/2021
476810,Football Cup 2022,PS5,['Inlogic Software'],['JanduSoft'],"['Sports', 'Football']",,23/12/2021
476811,Football Cup 2022,PS5,['Inlogic Software'],['JanduSoft'],"['Sports', 'Football']",,23/12/2021
476808,Football Cup 2022,PS4,['Inlogic Software'],['JanduSoft'],"['Sports', 'Football']",,23/12/2021
476553,RC Airplane Challenge,PS4,['Strange Games Studios'],['Strange Games Studios'],['Aerial'],,21/12/2021
476548,Breakneck City,PS5,"['Renegade Sector Games', 'eastasiasoft']",['eastasiasoft'],"[""Beat 'em up""]",,5/01/2022
476809,Football Cup 2022,PS4,['Inlogic Software'],['JanduSoft'],"['Sports', 'Football']",,23/12/2021
476544,Breakneck City,PS4,"['Renegade Sector Games', 'eastasiasoft']",['eastasiasoft'],"[""Beat 'em up""]",,5/01/2022
476208,Futbol Break,PS5,['Smobile'],['Smobile'],['Action'],,28/01/2022
476205,Futbol Break,PS4,['Smobile'],['Smobile'],['Action'],,28/01/2022
476042,Zippy the Circle Challenge (Level 1C and Level 2C),PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Action'],,26/12/2021
475838,8-Ball Pocket,PS5,['Super PowerUp Games'],"['Super PowerUp Games', 'Starsign']","['Sports', 'Cue Sports']",,7/01/2022
476037,ZJ the Ball Challenge (Level 2C),PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Platformer'],,26/12/2021
475603,Gardener's Path,PS5,['Viridino Studios'],['Ratalaika Games'],['Puzzle'],,22/12/2021
475600,Gardener's Path,PS4,['Viridino Studios'],['Ratalaika Games'],['Puzzle'],,22/12/2021
475570,Ever Forward ,PS5,['Pathea Games'],['PM Studios'],"['Puzzle', 'Adventure']",,7/12/2021
475837,0 Degrees,PS5,"['Nerd Games', 'Kiddo Dev', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,31/12/2021
475836,0 Degrees,PS5,"['Nerd Games', 'Kiddo Dev', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,31/12/2021
475835,0 Degrees,PS5,"['Nerd Games', 'Kiddo Dev', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,31/12/2021
474763,Christmas Run,PS4,['Smobile'],['Smobile'],['Platformer'],,24/12/2021
474748,Christmas Run,PS5,['Smobile'],['Smobile'],['Platformer'],,24/12/2021
474662,Forgotten Hill Disillusion,PS5,['FM Studio'],['Ratalaika Games'],"['Adventure', 'Point & Click']",,17/12/2021
474494,Santa's workshop,PS5,['Webnetic'],['Webnetic'],['Action'],"['German', 'Czech']",20/12/2021
474447,Retro Classix: Two Crude,PS4,['Data East'],['612 Entertainment'],"[""Beat 'em up""]",,14/12/2021
474420,ZJ the Ball Challenge (Level 1C),PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Platformer'],,19/12/2021
473997,Record of Lodoss War -Deedlit in Wonder Labyrinth,PS4,['Team Ladybug'],"['PLAYISM', 'Red Art Games']","['Metroidvania', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)']",16/12/2021
473922,Five Nights at Freddy's: Security Breach,PS5,['Steel Wool Games'],['Steel Wool Games'],"['Stealth', 'Survival Horror']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)', 'French (Canada)']",16/12/2021
473900,Circus Pocus,PS4,"['HugePixel', 'ChiliDog Interactive']",['ESDigital Games'],['Action-Adventure'],['Russian'],17/12/2021
473897,Train Station Simulator,PS5,['Appliks Apps Studio'],['FrameLineNetwork'],['Simulation'],,17/12/2021
474446,Retro Classix: Bad Dudes vs. Dragon Ninja,PS4,['Data East'],['612 Entertainment'],"['Platformer', ""Beat 'em up""]",,10/12/2021
473901,Dyna Bomb,PS4,['7 Raven Studios'],['7 Raven Studios'],['Platformer'],,17/12/2021
473888,Rugby 22,PS4,['Eko Software'],"['Nacon', '3goo']","['Sports', 'Rugby']","['Japanese', 'French', 'Italian', 'French (Canada)']",27/01/2022
473664,Kona,PS5,['Parabole'],['Deep Silver Volition'],['Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Chinese (simplified)', 'French (Canada)']",7/12/2021
473889,Circus Pocus,PS4,"['HugePixel', 'ChiliDog Interactive']",['ESDigital Games'],['Action-Adventure'],['Russian'],17/12/2021
472954,Castle on the Coast ,PS4,['Big Heart Productions'],['Klabater'],['Platformer'],,15/12/2021
472915,Pets No More,PS4,['Purple Play'],['Purple Play'],['Party'],,17/09/2021
472409,Black Bird ,PS4,['Onion Games'],['Onion Games'],"[""Shoot 'em up""]","['Japanese', 'Spanish', 'Chinese (traditional)', 'Chinese (simplified)']",16/12/2021
472953,Castle on the Coast ,PS4,['Big Heart Productions'],['Klabater'],['Platformer'],,15/12/2021
472359,Horatio Goes Snowboarding,PS5,"['Infinite State Games', 'eastasiasoft']",['eastasiasoft'],"['Sports', 'Snowboarding']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)']",22/12/2021
472357,Horatio Goes Snowboarding,PS4,"['Infinite State Games', 'eastasiasoft']",['eastasiasoft'],"['Sports', 'Snowboarding']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)']",22/12/2021
472360,Horatio Goes Snowboarding,PS5,"['Infinite State Games', 'eastasiasoft']",['eastasiasoft'],"['Sports', 'Snowboarding']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)']",22/12/2021
472356,Horatio Goes Snowboarding,PS4,"['Infinite State Games', 'eastasiasoft']",['eastasiasoft'],"['Sports', 'Snowboarding']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)']",22/12/2021
472172,Far Cry 3 Blood Dragon Classic Edition,PS4,['Ubisoft Montreal'],['Ubisoft'],"['Open World', 'First Person Shooter', 'Stealth']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)']",16/12/2021
472111,Record of Lodoss War -Deedlit in Wonder Labyrinth,PS4,['Team Ladybug'],"['PLAYISM', 'Red Art Games']","['Metroidvania', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)']",16/12/2021
472107,Record of Lodoss War -Deedlit in Wonder Labyrinth,PS4,['Team Ladybug'],"['PLAYISM', 'Red Art Games']","['Metroidvania', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)']",16/12/2021
472096,Ice Cream Break Head to Head,PS4,['Smobile'],['Smobile'],['Action'],,14/01/2022
472095,Ice Cream Break Head to Head,PS4,['Smobile'],['Smobile'],['Action'],,14/01/2022
472115,Guns N' Runs,PS4,['Statera Studio'],"['Storybird Studio', 'PixelHeart']",['Platformer'],,30/03/2023
472081,Shovel Knight Pocket Dungeon,PS4,['Vine'],['Yacht Club Games'],['Puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)']",13/12/2021
472044,Praey For the Gods,PS5,['No Matter Studios'],['No Matter Studios'],"['Open World', 'Action-Adventure']",,14/12/2021
472059,Steps of Doom,PS4,['Souette Studio'],['Souette Studio'],['Action'],,21/12/2021
471945,Puzzling Places,PS4,['Realities.io'],['Realities.io'],['Puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Korean']",22/02/2023
471841,Alexio,PS4,"['Duck team', 'ChiliDog Interactive']",['ESDigital Games'],['Platformer'],['Russian'],10/12/2021
471842,Alexio,PS4,"['Duck team', 'ChiliDog Interactive']",['ESDigital Games'],['Platformer'],['Russian'],10/12/2021
471897,The Savior's Gang,PS4,['Catness Game Studios'],['Catness Game Studios'],['Action-Adventure'],['Spanish'],28/03/2024
471839,Wukong,PS4,['A Tale of Games'],['Gammera Nest'],['Platformer'],['Spanish'],10/12/2021
465825,Nuclear Corps,PS4,['Jokoga Interactive'],"['Ibar Ezkerrar Ikastola, S. Coop.']","[""Shoot 'em up""]",['Spanish'],30/11/2021
465818,Sushi Break 2 Head to Head EU,PS5,['Smobile'],['Smobile'],['Action'],,3/12/2021
465821,Sushi Run,PS4,['Smobile'],['Smobile'],['Platformer'],,3/12/2021
465816,Sushi Run,PS4,['Smobile'],['Smobile'],['Platformer'],,3/12/2021
465820,Sushi Run,PS5,['Smobile'],['Smobile'],['Platformer'],,3/12/2021
465819,Sushi Run,PS5,['Smobile'],['Smobile'],['Platformer'],,3/12/2021
465796,Night Lights,PS5,['Meridian4'],['Ratalaika Games'],['Platformer'],,26/11/2021
465793,Night Lights,PS4,['Meridian4'],['Ratalaika Games'],['Platformer'],,26/11/2021
465788,Avoid Them (Challenge Mode Edition) - Breakthrough Gaming Arcade,PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],['Action'],,28/11/2021
465794,Night Lights,PS5,['Meridian4'],['Ratalaika Games'],['Platformer'],,26/11/2021
465795,Night Lights,PS4,['Meridian4'],['Ratalaika Games'],['Platformer'],,26/11/2021
465739,Pretty Girls Mahjong Solitaire - Green,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],['Japanese'],2/12/2021
465737,Pretty Girls Mahjong Solitaire - Green,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],['Japanese'],2/12/2021
465738,Pretty Girls Mahjong Solitaire - Green,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],['Japanese'],2/12/2021
465736,Pretty Girls Mahjong Solitaire - Green,PS5,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],['Japanese'],2/12/2021
465733,Pretty Girls Mahjong Solitaire - Green,PS4,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],['Japanese'],2/12/2021
465731,Pretty Girls Mahjong Solitaire - Green,PS4,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],['Japanese'],2/12/2021
465728,Pretty Girls Mahjong Solitaire - Blue,PS4,"['Zoo Corporation', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],['Japanese'],2/12/2021
465735,Baby Hands,PS4,['Chicken Waffle'],['Chicken Waffle'],['Adventure'],,25/11/2021
470677,Wytchwood,PS4,['Alientrap'],"['Whitethorn Games', 'Limited Run Games']",['Adventure'],,9/12/2021
470585,Arcade Archives DRAGON BUSTER,PS4,['Bandai Namco Entertainment'],['HAMSTER Corporation'],['Platformer'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Spanish (Mexico)', 'French (Canada)']",9/12/2021
470386,Monopoly Madness,PS4,['Engine Software'],['Ubisoft'],['Party'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Spanish (Mexico)']",9/12/2021
470545,Guardian of Lore ,PS4,['Round2Games'],['Top Hat Studios'],['Platformer'],,13/12/2021
470544,Guardian of Lore ,PS4,['Round2Games'],['Top Hat Studios'],['Platformer'],,13/12/2021
470356,Ice Cream Break,PS5,['Smobile'],['Smobile'],['Action'],,11/12/2021
468928,Heavenly Bodies,PS5,['2pt Interactive'],['2pt Interactive'],"['Simulation', 'Management']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Arabic']",7/12/2021
468943,Greak: Memories of Azur,PS4,['Navegante Entertainment'],['Team17 Digital Ltd'],['Action-Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Spanish (Mexico)']",17/08/2021
470355,Ice Cream Break,PS5,['Smobile'],['Smobile'],['Action'],,11/12/2021
468897,Vaporum: Lockdown,PS4,['Fatbot Games'],['Fatbot Games'],"['Action-RPG', 'Role Playing', 'Dungeon Crawler']","['Japanese', 'French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)', 'Polish']",10/12/2021
468845,Racing (Challenge Mode Edition) - Breakthrough Gaming Arcade,PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],"['Automobile', 'Arcade Racing']",,5/12/2021
468826,Tanks vs Tanks PvP,PS4,['Warlock Arts'],['Warlock Arts'],"['Automobile', 'Vehicular Combat']",,6/05/2022
468844,Racing (Challenge Mode Edition) - Breakthrough Gaming Arcade,PS4,['Breakthrough Gaming'],['Breakthrough Gaming'],"['Automobile', 'Arcade Racing']",,5/12/2021
468825,Tanks vs Tanks PvP,PS4,['Warlock Arts'],['Warlock Arts'],"['Automobile', 'Vehicular Combat']",,6/05/2022
468769,6Souls,PS4,['BUG-Studio'],['Ratalaika Games'],['Platformer'],,3/12/2021
468712,Happy's Humble Burger Farm,PS4,['Scythe Dev Team'],['tinyBuild'],"['Survival Horror', 'Management']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Turkish']",3/12/2021
468614,My Universe - Doctors & Nurses,PS4,['It Matters Games'],['Microids'],['Simulation'],"['French', 'Spanish', 'German', 'Italian', 'Dutch']",13/12/2021
468628,Memories of East Coast,PS5,"['Roomah Gaming', 'Ratalaika Games']",['eastasiasoft'],['Visual Novel'],,10/12/2021
468627,Memories of East Coast,PS5,"['Roomah Gaming', 'Ratalaika Games']",['eastasiasoft'],['Visual Novel'],,10/12/2021
468626,Memories of East Coast,PS5,"['Roomah Gaming', 'Ratalaika Games']",['eastasiasoft'],['Visual Novel'],,10/12/2021
468619,Rune Factory 4 Special,PS4,['HAKAMA'],['Marvelous Entertainment'],"['Role Playing', 'Management']","['Japanese', 'French', 'German', 'Korean', 'Chinese (traditional)']",7/12/2021
468623,Memories of East Coast,PS4,"['Roomah Gaming', 'Ratalaika Games']",['eastasiasoft'],['Visual Novel'],,10/12/2021
465708,Arcade Archives PHOZON,PS4,['Bandai Namco Entertainment'],['HAMSTER Corporation'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Spanish (Mexico)', 'French (Canada)']",25/11/2021
465703,RPGolf Legends,PS5,['ArticNet'],['KEMCO'],"['Role Playing', 'Sports', 'Golf']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (traditional)', 'Chinese (simplified)']",20/01/2022
465701,Fishing: North Atlantic,PS5,['Misc Games'],['Misc Games'],"['Fishing', 'Simulation', 'Sports']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Greek']",30/06/2021
465676,Sniper Ghost Warrior Contracts 2,PS5,['CI Games'],['CI Games'],"['First Person Shooter', 'Stealth']",['Japanese'],24/08/2021
465688,Tony and Clyde,PS4,['DCF Studios'],['DCF Studios'],"[""Shoot 'em up""]",,19/10/2021
